,fileName,dblock_Id,tile,year,content,Town,county,region,country
3028,NI-336000-405000-11,NI-336000-405000,11DRAIN'S BAY,1986,"{Drain's Bay, about 4km N of Larne, consists of a garage, which also sells groceries and a group of houses builtin a strip along the road. Most of the houses are built on the land side of the road, because the{Council don't {allow building on the seaward side.There is also a hall used for church services. For visitors there is a {carpark with toilets and a small play {area. The beach}has some patches ofsand, but is mostly covered with rocks and seaweed. A km along the road the Council is developing a{country park , while a{sandy beach}can be found a few km away{at Ballygally.}Drain's Bay ispopular with Sunday visitors.{Over 800{cars per hr}can pass along this road on a good day. When we asked whatimprovements they would like to see, they said a cleaner beach,a cafe andshops and better play area for kids. ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3029,NI-336000-405000-12,NI-336000-405000,12PLACE NAMES OF BALLYGALLY,1986," Because we are so close to Scotland ,many of our people are of Scottish descent, and our place names haveScottish as well as Irish origins. For instance, the Gaelic for townland was""bally"", while a ""carn"" or ""cairn"" was a monumental heap of stones ,perhaps marking a chieftain's grave. Here aresome of our place names : {BALLYGALLY}= Townland of brightness.{BALLYWILLIN} = Townland of the mill.{BALLYTOBER}= Townland of the well.{TOBERGELL }= Clear well.{CARNCASTLE}= Castle on the hill orcarn.{CAIRNDHU } = Black carn or blackrock{CARNFUNNOCK} = Hill of the hooded crow{DROAGH } = Sandy bridge.{DRAIN'S BAY }= Bay of the blackthorns. (Even today you can see plenty ofblackthorn bushes forming hedges along the roads of this area.)",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3030,NI-336000-405000-13,NI-336000-405000,13DAIRY FARM _ BROADFORD,1986," Farmer Murray, who lives on OldGlenarm Road, rises at 6.30 to milkhis {70 black and white Friesan cattle 12 cows fit onto the machine at onetime. It is quite a modern milking parlour, though some farms now have { {computerised machines.}Mr Murray hasn't hand_milked since 1955.The cows eat concentrates to encourage them astheir {milk is pumped into a cooling{tank.The 1450 litres}are pumped into a road_tanker,which takes it to{Deerpark{Creamery.}The cattle are milked againat 6pm. Mr Murray is busy during summer {cutting silage}which will be stored for winter feed. From May the cattle{live outside}on grass + 2 kg of dairy nuts per day,while from October{{they are fed inside}on silage and 7kgof dairy nuts per day. Continual rainhas hindered silage cutting this year, the worst year since 1960.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3031,NI-336000-405000-14,NI-336000-405000,14COUNTRY PARK _ CARNFUNNOCK,1986,"{Carnfunnock}a large estate of 475acres{5km N of Larne}is being developed as a{country park}by Larne Borough Council, who bought it from{Sir Thomas Dixon in{1957.On the shore the council have built acarpark, 2 boat houses and a promenade guarded by 2 monster heads facing outto sea. Inland a{maze }planted in theform of a map of N Ireland, will beready by 1989. A{reception area}is being built now,while a campsite and caravan park are ready.{Pathways all{through the estate will provide nature{walks.}During the next few years L.B.C hope to include a {golf range,pitch {and putt,children's play area,walled{garden,chalets and activities centres. The cost of all this will be met byL.B.C.17.5%,E.E.C.30% and Westminister Govt.52.5%. The Council's share will come from farmers,leasing the land now",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3032,NI-336000-405000-15,NI-336000-405000,15ANTRIM COAST ROAD,1986,"{The Antrim Coast Road}is one of themost famous roads in Ireland.It begins at{Blackcave Arch}in Larne and winds round the shore to{Ballycastle}passing through the beautiful villages of { {Glenarm,Carnlough,Waterfoot,Cushendall{and Cushendun.}It was built between1832 and 1842 by local men with a Scot{William Bald}in charge.It was once said to be built to give work to the Irish during the 1845 Famine ,but theroad was finished then.A more likely reason was that soldiers could travelquickly to trouble spots in the {Glens{of Antrim.}Tourists from all over theworld travel this road to see thebeautiful scenery{the black basalt the{white limestone,the green glens,the {sandy beaches.}They come to play the seaside golf courses ramble the forest paths ,climb the rocky cliffs. Indeedrockfalls are a hazard on this road.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3033,NI-336000-405000-16,NI-336000-405000,16DISUSED KILNS _ BALLYGALLY,1986," 100 years ago{most farms}in this areahad a{small kiln for burning lime.}Few traces of them are left,though someare still recognisable.Built on a {slope of local stone,2 or 3 m high, {they looked like a ramp on top.A horse and cart filled with limestone rocks was backed onto the top. The{rocks were put into a large hole}inthe top. Down below a{great fire{burned the lime}and turned it into powder. When the fire was cleaned out, the{lime fell to the bottom.}Down at the front the farmer shovelled the lime out onto the cart. Then it was {mixed with manure and spread over the {fields.}They stopped using kilns about the end of the 19th century as it was {easier and cheaper to buy it}from thebig{limeworks at Glenarm and Larne.}On O.S maps they appear as kiln (disused) today often{only a pile of rocks. ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3034,NI-336000-405000-17,NI-336000-405000,17COUNCIL CONCERNS _ LARNE,1986,"{Tommy Robinson,a councillor on Larne{Borough Council}for 8 years,was{mayor {in 1983 and is mayor again}this year.We asked him what problems the peopleof the Coast Road area would bring tohim.{Litter}was the greatest concern.People are always throwing away all sorts ofthings. They even dump grass cuttingson the shore, though the binmen will collect these if asked. A lot of the{rates go on clearing up litter. {Seaweed,}washed up on Ballygally beach by storms,{has to be cleared.People often bring{planning problems to Mr Robinson,if they are building. This is a{tourist area}so the Councildon't allow buildings which spoil thescenery. Sometimes people complain about things which don't concern the Council,the greatest being the state of{roads,the responsibility of D.O.E. ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3035,NI-336000-405000-18,NI-336000-405000,18ANIMAL SHELTER _ BALLYTOBER,1986,"{The animal shelter}on Ballytober Rd.,used to be a cottage, but has been{owned by USPCA}for 13 years.{Dogs and {cats}are cared for in cages, and{goats{birds ,ponies, donkeys and rabbits}are also looked after.The shelter has room for up to 30 pets, though just 15 arehere today. {The inspector}has worked here for 10 years,having{trained at the society's {Carryduff HQ.}Her day begins at 8.30 when she{feeds the animals}and cleansout the cages. She releases them intothe compound ,before going out in her {USPCA van to collect unwanted pets}and to{investigate complaints of cruelty.Serious cases of ill_treatment are given to the police.The last such case was 3 years ago.Fighting neighbourssometimes report falsely on each other At 3pm the{pets are cleaned and fed. The inspector's{area covers N.Antrim. ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3036,NI-336000-405000-19,NI-336000-405000,19FAMILY AT TOBERGELL,1986,"{Peter and Rita O'Rourke,}who live at{Tobergell Lane, 6km N of Larne,}have 1{son and 3 daughters.}Peter works as a {journalist}with a Belfast newspaper so he has to{travel about 60km}to and from his work each day.The family spent 15years in England ,before moving back to Ireland in 1974. They are thinking of moving again dueto the{remoteness of the area.}The nearest shops are at least 3km away at Ballygally. The O'Rourkes have{2 carsbut Mrs O'Rourke cannot drive nowbecause of ill_health. The{bus service is irregular so she feels cut off. She depends on{mobile shops,}which visit the lane several times a week.ALarne shopkeeper calls on Monday totake orders. Tues.& Thur. a bread andgrocery van calls,and on Fri.the green grocer comes. Goods bought from thesemobile vans are dearer than in Larne. ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3037,NI-336000-405000-2,NI-336000-405000,02BALLYGALLY VILLAGE,1986,"{Ballygally}is situated on thepicturesque{Antrim Coast Road}4 milesnorth of Larne.Ballygally is a quiet little village with lots of things todo.As you come round the head you come to the{Youth Hostel}and then toLough's Restaurant and shop.Beside the Restaurant is a large car park and toilets and then the CoastguardCottages which are very pretty.Besidethe Restaurant is the Post Office andacross the road is{Ballygally Castle{Hotel}with tennis courts and a milefurther is the{Halfway House Hotel-both are open to non-residents.The{main residential area}is the Coast Rd. Whin Rd.,Grace Ave.and Croft Heights.There is a{Craft Shop}where everything is handmade.On the Coast is Ballygally{Beach}which is a great attraction in Summer.There is a new{primary school on the Cairncastle Rd.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3038,NI-336000-405000-20,NI-336000-405000,20SHOPPING _ TOBERGELL,1986," Goods bought from mobile shops (vans filled with groceries that travel theremote country areas) can be very dear Here we compare some goods bought from a mobile shop and from a shop in Larne{ITEM MOBILELARNE Loaf of bread48p 44p Carton of milk 25p 22p 250g of butter 52p 45p Biscuits 44p 37p 500g of margarine84p 75p 1kg of sugar 44p 43p Cornflakes 68p 59p Carton of yoghurt22p 17p {The work in this project was carried{out by the P6&7 pupils of Cairncastle {PS Ballygally,directed by Mr.W.D.Wiley{and the P5 pupils of St.Anthony's PS, {Larne, directed by Mr.J.P.Steele. } ",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3039,NI-336000-405000-3,NI-336000-405000,03ANKERPLASS,1986,"{Captain Pollock is a retired naval{officer}wholives in a house called{Ankerplass_place of anchorage.}The house originally was called ""The Bungalow""as it was the{first bungalow {in Ballygally.}The house has alwaysbeen in the family and Capt Pollockhas lived in it for forty years.When they first came to the house they hadno footpath, they had no road_lights,the road was narrower and the garden was different.Captain Pollock has {sailed on all kinds of merchant {vessels}and has sailed the seven seasand also served in the{Second World {War.}He says he wouldn't live anywhere else but Ballygally.The{exterior walls{of thehouse are covered with{shingles}and the inside has valuable{curios and antiques}collectedworldwide in his travels.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3040,NI-336000-405000-4,NI-336000-405000,04CAIRNDHU GOLF CLUB,1986,{Cairndhu}has 18 holes and a puttinggreen which has 9 holes.The course has been rated in the top five inBritain.The club owns about{250 acresof land but the course only covers some of it.The clubhouse is very big.It has lots of trophies and thereis a{beautiful view from the windowupstairs.The course has been designedso that{nobody will be crossing in{front of other players.}The holesaround the course all have a beautiful scenic view.The{club originated in{Larne in 1928.}But it had to be movedso{Sir Thomas Dixon gave the land}to the club.The price for childrenfor a year is Â£32.00 and a man Â£165.00.For a visitor it is Â£4.40 but with a memberit is half that.The club has about{750{members.}The clubhouse was originallya byre for cattle and its roof and walls were raised for an upstairs . ,Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3041,NI-336000-405000-5,NI-336000-405000,05THE DIXON HOSPITAL_CAIRNDHU,1986,"{Cairndhu Hospital}is on the Coast Road and has a lodge at the end of thedrive.It can cater for{61 patients and is a{convalescent hospital.}It was{founded in 1949.}The hospital was{Sir {Thomas and Lady Edith Dixon's 3rd {home.}It is basically in its originalstate and was built in about 1881. There are about{10 long term patients,but most of the patients stay for only 2 weeks.The{oldest patient is 98years old.There are{15 wards}ranging from 2 beds to 6 beds.The visiting hours are 2.00pm to 4.00pm and 7.00 to 7.45pm but are flexible.There is nooperating theatre but there are 2clinical rooms. Patients are allowed outside and there is a small{putting green out the front.It was handed over to the N.H.S.S.B. on the 2nd February, 1948 and opened on the 5th December, 1949.It has{splendid grounds and views",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3042,NI-336000-405000-6,NI-336000-405000,06CHURCHES AROUND BALLGALLY,1986," In this area there are{four churches,(including a chapel).They are the{Old {Presbyterian Church,St Patricks (C of {I),St Josephs (R.C.) and the{Presbyterian Church.}The{oldest and {most historical is St Patrick'sChurch.It has a stained glass window at the East end of the church whichwas valued at 50 to 60 thousandpounds.The original church was built between 1500_1600 and remains of itcan still be seen in the graveyard.Inthe graveyard there is a{Spanish{Chestnut}tree.There is a{legend}saying a{sailor from the Spanish Armada was{buried under it and the tree grew from{a nut in his pocket. St Joseph's was{built in 1944}and has 25 families andis on the Cairncastle Road. The Old {Presbyterian Church was built in 1667and{Carncastle Presbyterian in 1831, present minister is Rev T.C. Morrison.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3043,NI-336000-405000-7,NI-336000-405000,07FARMING AROUND BALLYGALLY,1986,"There are 2 farms which are typical of our area Drumfries and Broadford. The{biggest is Drumfries}which isowned by Mr. and Mrs. Hunter and has been with their family for 180 years.They own{191 acres which is grazed by {110 cows and 650 sheep and lambs.}He has 32 milkers which provide 500 litres a day and 78 beef cattle.Thebreeds of cattle are{Friesian,Hereford{and Aberdeen}Angus.The breeds of sheep are{Scottish Blackface,Cheviot,Suffolk and{Border Leicester. Broadford covers{120 acres}and is owned by Mr.and Mrs McClelland.They own{140 cows,}73 milkers and 57 beef.They found a stone which was the corner stone of four townlands_Ballywillin,Ballytober,Carnfunnock and Droagh.Another stone with""P.McKee 1790""carved on it was part of an old byre_the farm area was once called McKeestown.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3044,NI-336000-405000-8,NI-336000-405000,08ACCOMMODATION_BALLYGALLY,1986," There are various forms of{accommodation in our area.}The{Ballygally Castle Hotel}is the hotel with everything from the luxury of a tennis court to the ghost of LadyNixon. There are{30 bedrooms.}Therearegardens with wonderful places for wedding photographs.Current prices are{Â£24.50 for a single and Â£40.00 for a{double.}It was built in 1625 by John Shaw.Part of the old castle remainstoday _a{spiral staircase}the original doorway with above a coat of arms.The {Halfway House}is private owned by Mr and Mrs Legg.Its staff is almost completely a family.There are{13{bedrooms and it costs Â£10.00}for a single and extra for a shower. Theysay that their hotel is specialbecause everyoneis treated as{one big {family.}There are 13 bedrooms and it costs Â£10.00 single,Â£16.00 double.",Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3045,NI-336000-405000-9,NI-336000-405000,09FACILITIES AT BALLYGALLY,1986,{Lough's shop}in Ballygally has now got a{restaurant}at the front.Mr.Lough catches all the fish eaten in therestaurant.The{Craft Shop}in Ballygally is very interesting.Mr Owen owns it.His daughter Mrs.Lammey makesthe pottery.The shop used to be a barn and the workshop a byre. The{Beach}isone of the most popular facilities inBallygally.In the summer the beach isvery full and Lough's Shop is very busy too.The beach is on the FamousAntrim Coast Road.There is a large{car{park with toilets}beside Lough's.Onalong the road is the{Post Office.}The{Youth Hostel}at the Head is run by the Y.H.A.You have to be a member of the Y.H.A.to stay.The prices are Â£1.35 for junior and Â£2.50 for senior.There is a beautiful view from the front window of the common room across Ballygally Bay.It is{ideally situated for ferries,Carncastle,County Antrim,Mid and East Antrim,Northern Ireland
3046,NI-340000-333000-1,NI-340000-333000,01Gen.Description; Murlough,1986," The Block contains most of the Murlough Nature Reserve, some of the adjacent farmland and part of theBallykinlar RAF Station and firing ranges. More than half of the block is sea and the tidal mudflats of theInner Dundrum Bay. The extent of thisInner Bay causes fast tide rips in the channel between Murlough and Ballykinlar. Murlough consists of aseries of post-glacial shingle ridges(old storm beaches) overlain btpre-historic and mediaeval sand dunes. The younger Eastern coastal dunes arehigher and mainly Marram grass covered. Inland the dunes are olderand develop heathland vegetation onthe more acid soils. On Ballykinlarthere are similar features but erosion has been more severe in places.Murlough House is used by Queen'sUniv. as a Field/Conference Centre. ",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3047,NI-340000-333000-10,NI-340000-333000,10Inner Dundrum Bay,1986," This area is the remnant of the lagoon which was formed behind the gravel ridges and sand dunes in post-glacialtimes. The Bay is completely tidal (full at high tide, empty at low)except for the courses of the tworivers which flow out through the main channel. The Blackstaff River enters the Inner Bay from the North and the Carrigs enters from the South. Bothrivers follow a meandering and constantly shifting course through the mud and silt flats of the Bay. At lowtide the bay provides a large feedingarea for waders and wildfowl. At hightide, the swans congregate in largenumbers around Keel Point. The causeway and bridge at Keel Pointprovide good fishing in the tide racewhich inevitably accompanies each tide change.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3048,NI-340000-333000-11,NI-340000-333000,11Farming;Murlough,1986," The western side of the Murlough sandspit has been reclaimed as farmland. It is used for pasture, potatoes, andoccasionally barley or oats. The relationship between the farmer andthe managers of the Nature Reserve has been a close one with the farmer being very sympathetic to the ideals ofnature conservation. This has meantthat he has avoided such activities as spraying fields close to the Reserve,using pesticides or herbicides where these might affect Reserve wildlife, letting any chemicals get into the water supply,etc. The change ofownership of the farm this past year has caused the Reserve managersconcern lest the new owner might beless enlightened. Immediately to the West of the farmland, the Cut is a strip of rough uncultivated ground which is also part of the Reserve.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3049,NI-340000-333000-12,NI-340000-333000,12Recreation;Murlough,1986," The Murlough area, including the shore and the Inner Bay is used for avariety of recreational pursuits. TheNature Reserve is closed to thegeneral public for most of the springand Summer except for the twice-weekly guided walks and other pre-arrangedvisits. The Reserve is also availablefor certain educational purposes but most of this can easily be done in the areas open to the public. The guided walks include topics such as wildflowers, fungi, strandline beach-combing, seals, butterflies, insects,archaeology, etc. The interpretation Centre beside the car park (outsidethis Block) provides extensive information about the area. Thegeneral public also have free access across the dunes to the beach at 400335.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3050,NI-340000-333000-13,NI-340000-333000,13Recreation;Murlough,1986," The fragile nature of most of thevegetation cover on the sand dunes and the unstable nature of the sandbeneath means that overuse or abuse of the system usually leads to consider-able erosion and damage. For thisreason, much of the management of theReserve serves to channel people inorder to restrict damage to a smallarea. A major headache for the Wardens is the increasing use of small, off- the-road, scrambles bikes and wide-tyred dune bikes. These are difficultto catch and can do considerable damage. Horse-riding is permittedalong certain paths, although this isby permit only. Further, almostuncontrollable damage is done to the seaward face of the dunes by picnickers burrowing into the sand toavoid the wind. Thatching with deadSea Buckthorn has reduced this problem",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3051,NI-340000-333000-14,NI-340000-333000,14Education;Murlough,1986," Apart from the obvious educational value of the guided walks by the Wardens, the Reserve also provides a considerable number of topics forstudy by school groups of Geographyand Biology students. Queen'sUniversity of Belfast own Murlough House and have fitted it out as aField Centre and Conference Centre.They have built a Laboratory block and provided audio-visual facilities. Themajor academic users of the Centre are the Civil Engineering students who come onto the Reserve to learn surveying (a somewhat pointless abuseof a fragile environment when they could learn as much in a bumpy field!). Geography and Biology students come to study the sand dune environment.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3052,NI-340000-333000-2,NI-340000-333000,02Old dunes;Murlough,1986," The area consists of shingle ridgesoverlain by sand dunes. The shingleridges are fossil storm beach ridges and the dunes seem to be of two main phases. The older lower (20m high) landward dunes are the more stable,with some having been reclaimed as farmland. These older dunes support an acid heathland vegetation includingHeathers, Burnet Rose, Marram Grass, Bramble, Gorse, various Bents, Lady'sBedstraw, Violas, Sedges, Cladonia spp. and various Mosses. The scrub and woodland areas include pines,deciduous species such as sycamore and elder. Sea Buckthorn was introducedand has become a nuisance but recent clearing has been successful in smallareas. The Buckthorn is however themost important habitat for Winterbirds, providing shelter, a rich cropof orange berries and many insects. ",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3053,NI-340000-333000-3,NI-340000-333000,03Younger Dunes; Murlough,1986," These are thought to date back toabout the 13th or 14th Century. They are high (30m to 40m) and steeper than the older ones. They form a main duneridge down the centre of the Reserve with an active foredune ridge (12m to15m high) to the seaward side. These dunes are less stable than the older ones inland. Typical vegetationincludes Marram Grass, Sea Buckthorn,Thistles, Sea Spurge, Fescues, Violas, Thyme, Scabious, Storksbill, Plantains, Scarlet Pimpernel and various fungi, lichens and mosses. Shingle flats produced by wind erosion of the overlying sand are often lichen covered with Stonecrop and PortlandSpurge. Some of the lichens become large (e.g. Dog lichen over 30cm indiameter). Because of the leaching ofthe soil, acidity increases inland and more heathland species appear.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3054,NI-340000-333000-4,NI-340000-333000,04Ecology; Murlough,1986," Soil leaching, simple ageing of theplant communities and stabilising of the sand surface have led to the reduction in the pioneer plants andothers typical of the coastal dunes. As the Reserve is managed as a SandDune System, it may be necessary inthe near future to 'damage' some areas in order to encourage these plants and maintain the youthful end of the succession. This year has seen the start of a program to introduce more rabbits in an attempt to encourage the plant communities characterised by short rabbit-cropped turf. The extentto which the indigenous fox population will allow this, is still to be seen!Most of the spread of Sea Buckthorncan be related to the decline in the rabbit population as a result of Myxomatosis. The rabbits seem to beincreasingly immune to this disease.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3055,NI-340000-333000-5,NI-340000-333000,05MammalsFishReptiles;Murlough,1986," Apart from the rabbits, the mammal population includes Foxes and Stoats,Badgers, Field Mice and Pygmy Shrews.Hedgehogs, Otters and Hares are rare visitors. This year Otters weresighted at 402355 on three occasions.The Common Seal is the typical seal of the area, 100 or so breeding justoutside the block to the East butusing the relatively undisturbed beach at 420350 to bask. A few Grey sealsare also often seen but they do notbreed locally. Salmon and trout are caught in the Dundrum Bay, Mullet are common in theshallower waters of the Inner Bay andSand Eels spawn in large numbers along the sides of the channel and Milletand Eels are also caught.The Common Lizard has been seenoccasionally in the dunes as has the Cmmon Newt.Common Frogs breed in pond.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3056,NI-340000-333000-6,NI-340000-333000,06Birds;Murlough,1986," The most common breeding birds are the Skylark and Meadow Pipit (together about 35% of the population). Othercommon birds include Wren,Blackbird, Reed Bunting,Stonechat,Linnet,White- throat with species such as Robin, Chaffinch and Willow Warbler in thewoodland and the Sea Buckthorn. TheMeadow Pipits encourage large nnumbers of Cuckoos. Sand Martins and RingedPlovers breeding success varies around single figures. This year, a maleLesser Whitethroat held territory in some Blackthorn scrub - very rare in Ireland. Long-eared Owls bred, raising 2 young this year. Wintering and passage birds includelarge numbers of Fieldfare, Blackbird, Song Thrush,Redwing,Greenfinch,Sedge Warbler,Chaffinch,Blackcap,Grasshopper Warbler & Wood Warbler.The large cropof Sea Buckthorn berries attracts them",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3057,NI-340000-333000-7,NI-340000-333000,07Birds cont'd;Murlough,1986," In Autumn, Winter and Spring the inter -tidal mudflats (about 370ha) holds aconcentration of 2000 to 3000 waders and 400 to 800 wildfowl. The sheltered waters of the Outer Bay is noted for its Divers and sea ducks. The common species of wildfowl include Mallard, Wigeon, Common Scoter, Red-breastedMerganser and Shelduck. The Common Scoter can number several thousand.This year's unusual birds in the estuary include a Pochard,Little Stint Little Gull, Sand Curlew, Whitefront Goose and a Gadwall. Additionally, a long-tailed skua was seen over the beach in May; a male Hen Harrier roosted on the Heathland from November 1984 to March 1985; a Buzzard flew high over the House, mobbed by crows.The woodland is also home to many tits (Blue,Coal and Great, with occasionallong-tailed), goldcrest, treecreepers.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3058,NI-340000-333000-8,NI-340000-333000,08Birds cont'd; Murlough,1986," The woodland also shelters Pheasant, Woodpigeon, and occasional Woodcock. At night it provides roosts forthousands of Crows, Rooks and Jackdaws and Herons.The foreshore provides a hunting ground for Pied Wagtails and mostwinters, a flock of Twite. In winter,an occasional Black Redstart favours the insects of the rotting seaweed onthe strandline. Waders such as Oyster- catcher wheel along the water's edge.Murlough wardens spend a considerableamount of time and effort counting birds, conducting surveys using thebirds' dawn songs, checking the beachfor dead birds, protecting nest sitesand educating students and the publicabout birds - along with all the other aspects of the Reserve. ",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3059,NI-340000-333000-9,NI-340000-333000,09Ballykinlar,1986," This area in the North of the block is an RAF Station and Firing Range. Access is restricted to Servicepersonnel. Apart from the obviousinterference due to the functioning of the ranges, the wildlife iseffectively protected and thereforethrives. Some of the higher areas of dunes are severely eroded but only insmall areas. The site is home to a large number of service families but most would not tend to use the areafor recreation with the exception of a few fishermen on the edge of the channel. The area was formed at the same time as, and in much the same fashion asMurlough. Much less research has beendone, however, as a result of theaccess restrictions.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3060,NI-340000-336000-1,NI-340000-336000,01General Info;Dundrum,1986, Physically this area is dominated by the North Inner Dundrum Bay. The landin the block slopes down to this stretch of mudflat from East and West. The Blackstaff and Ardilea riversdrain into the Bay. Cloughram Hill (89m) at 403378 is the highest point in the block. Dundrum Castle is also built on a prominent knoll. Dundrum is a small village which is mainly adormitory town for Belfast and Downpatrick. It also has a service function for the surrounding countryside. Its tourist potential isconsiderably overshadowed by Newcastle to the South. Ballykinlar in the extreme South-East of the block is anRAF station associated with the Firing Range to the South. The line of theold Belfast railway line from 410373 to beyond 419390 has been managed as a Nature Reserve by the National Trust. ,Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3061,NI-340000-336000-2,NI-340000-336000,02Inner Dundrum Bay,1986," The mudflats of the Inner Bay arealmost completely covered by High Tide and exposed at Low Tide. Green Islandat 411371 is always above High Water and so is used as a main roost for most of the wading bird and wildfowl population of the North Inner Bay. The mudflats extend from the fringe of saltmarsh and salt-tolerant grasslanddown to the course of the RiverBlackstaff and its tributary the Ardilea. The saltmarsh fringe is narrow (often less than 1m wide) and in places is replaced by small piecesof shale from the surrounding till.The till also contains hard worm-tubes at 423388,perhaps indicating deeperwater at some stage. The salt marshares are best exemplified by the areaWest of the line of the old railway at 417387, an area under threat of beingflooded to be used as a fish farm.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3062,NI-340000-336000-3,NI-340000-336000,03Ardilea Saltmarsh;Dundrum,1986, Species found in this area include Zostera spp Eel GrassSalicornia sppGlasswortHalimione portulacoides Sea Purslane Puccinellia maritimaCommon Salt- marsh grassAster tripolium Sea AsterTriglochin maritima Sea Arrowgrass Plantago maritima Sea Plantain Glaux maritimaSea Milkwort Armeria maritimaThrift Suaeda maritima Sea BliteSpergularia media Sea SpurreySpergularia marinaSaltmarsh SeaSpurreyCochlearia officinalisScurvy Grass Beta vulgaris Sea Beet Matricaria maritima Scentless May-weedSonchus arvensisSow thistleJuncus gerardii Saltmarsh rush Limonium humile Sea Lavender,Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3063,NI-340000-336000-4,NI-340000-336000,04Old Railway Line;Dundrum,1986," This saltmarsh includes some other species in small numbers. It providesa good feeding ground for waders and other birds; a kingfisher canoccasionally be seen here. The outletto the sea is a narrow gap (about 3 mwide) in the old railway embankmentwhich cuts it off from the rest of the Inner Bay. This embankment is oftenused by local wildowlers as a high vantage point and hide. This 'ridge' runs the length of the West side ofthe North Inner Bay and has been adopted as a Nature Reserve by the National Trust. The embankment isstill topped with chippings and thedevelopment of a vegetation cover hasbeen slow. Nevertheless, the path is rich in primroses in spring, orchids,cuckoo pint, toadflax, white woodvetch, extra-large sloes, earlybrambles,common reed,biting stonecrop.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3064,NI-340000-336000-5,NI-340000-336000,05Railway cont'd; Dundrum,1986," Other species include many trees and shrubs and some freshwater and wetland plants.The area has a very widevariety of habitats including a smallcliff of shale (blasted to allow the railway through).Sensitive managementis producing a very valuable Reserve.In Dundrum itself, the old two-storeyrailway sheds have been converted into single storey warehouses.At the end of the old railway, Dundrum pier is almost completely disused as a pier; the last boat offloaded coal this year. The pier buildings arestill used as a warehouse and showroom for fireplaces and heating supplies; an occasional visiting yacht might tie up briefly and the pier is increasing- ly being used as a base for wind-surfers in the Inner Bay who takeadvantage of the extensive shallow water at high tide. ",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3065,NI-340000-336000-6,NI-340000-336000,06Dundrum,1986," This village is principally adormitory town for those working inNewcastle, Downpatrick and evenBelfast. It is also the service centre for many of the farms around. Theshops and the pharmacy sell balertwine, barbed wire and poultry food, worm drench and cures for hooze as well as fish fingers, bread andaspirins! In the many pubs, the talk is as likely to be of lambing andfeed prices as of football scores. The pubs also have a thriving pub quiz league. A hot food take-away has recently opened in the village and unfortunately contributes greatly to the litter. The old potato and coalwarehouses have been taken over by a furniture shop and a very busy upholstery business. A knitwear andwoolshop thrives in one of the streets behind the main road. ",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
3066,NI-340000-336000-7,NI-340000-336000,07Farming;Dundrum,1986," The farmland in this block isgenerally high quality, rolling fields with some very large fields around Mount Panther (404386). The farms on this side of the Bay are mainly dairywith some sheep and cereals. Thisyear's cereal crop was very poor due to the bad summer weather. The verylarge field at 407387 was unusuallybadly flattened, even for this bad summer. The farmer at Mount Pantheralso has a small herd of Sika Deer onhis farm. The farms on the other (Eastern) side of the Bay tend to have smaller fields and more beef cattlethan dairy. the land on this side is more dissected by drumlins and wet ormarshy inter-drumlin hollows. Theroads on this side of the Bay arenarrow and twisty with some very bad bends and junctions. The roads on thewest side are much better.",Dundrum,County Down,Newry Mourne and Down,Northern Ireland
